RawWord,ChangesWord,ReplacementLength,Suggestions,ChosenSuggestion
th,True,1,ht | Th | t | h | the | nth | tho | thy | eh | ts | sh | ti | ta | ah | tn | tham | tpn | tsp | acth | chg | dhc | itch | inh | iv | mg | ml | ms | nph,ht
distrubing,True,1,disturbing | distributing,disturbing
Kardashian,True,1,Guardianship,Guardianship
Calgon,True,1,Caloocan | Calan | Colon | Dalgan | Largon | Nalfon,Caloocan
Azalia,True,1,Azania | Amalia | Azalea | Azlin | Azolid,Azania
Crowe,True,1,Crow | Crows | Croce | Cr owe | Cr-owe | Crow e | Crowed | Cower | Crown | Crone | Crowd | Rowe | Broke,Crow
Everyones,True,1,Everyone | Everyone's | Every ones | Every-ones | Everyone s | Veronese,Everyone
millennials,True,1,millennial | millennial s | millenniums | millennium,millennial
african,False,1,African | afrinol | arduan | ativan | amicar | amerscan | brian | procan | daricon | lyrica | narcan | torecan,African
cyber,True,1,cuber | caber | cybercafe | cylert,cuber
cannt,True,1,canny | cant | cannot | canst | can't | Cantu | Canton | canal | faint,canny
Ughhh,True,1,Ugh,Ugh
decompensating,True,1,compensating | compensation | recompensing,compensating
tasers,True,1,teasers | tasters | asters | taters | lasers | tamers | masers | tapers | takers | erasers | taster | paser,teasers
taser,True,1,tares | teaser | taster | aster | tater | laser | tamer | maser | taper | baser | taker | eraser | assert | erase | paser,tares
israel,False,1,Israel | istalol | isordil | isuprel | inhale | intal | tral | doral | nasarel | ovral | viral,Israel
definately,True,1,definitely | effeminately | definitively | indefinably | definity,definitely
neighbourhood,True,1,neighborhood | neighborliness,neighborhood
neighbourhood,True,1,neighborhood | neighborliness,neighborhood
fracking,True,1,racking | franking | tracking | cracking | wracking | f racking | fracturing | fragmin | furacin | aching | breaking | cramping,racking
wastewater,True,2,waste water | waste-water | wastepaper | whitewater | rosewater | Watergate,waste water
aren,True,1,earn | are | arena | Daren | Yaren | Karen | ares | area | amen | wren | Wren | are n,earn
Fracking,True,1,Racking | Tracking | Cracking | Wracking | F racking | Franking | Fracturing | Fragmin | Furacin | Aching | Breaking | Cramping,Racking
quireels,True,1,squirrels | squirrel | quires | squire,squirrels
britain,False,1,Britain | brian | brain | ritalin,Britain
arounf,True,1,around | arduan | artane | iron,around
girlo,True,1,girl | giro | girls | girly | girl o | giazo | diulo,girl
scotland,False,1,Scotland,Scotland
britian,True,1,Britannia | Brianna | Brian | titian | brian,Britannia
ecluding,True,1,eluding | secluding | precluding | excluding | including | concluding | exploding,eluding
russia,False,1,Russia | Prussia | revia | iressa | lessina | sustiva,Russia
plagment,True,1,placement | plangent | fragment,placement
peolpe,True,1,people | pemoline | penlac | pulse | pyopen | prelone | prolia | prompt | geopen,people
concered,True,1,concerned | concerted | conceded | concurred | concern | concreted | conquered | concerta,concerned
bline,True,1,line | byline | blini | brine | blind | blink | Aline | Cline | Kline | b line | Blaine,line
Afghanis,True,1,Afghans | Afghan's | Afghan is | Afghan-is | Afghanistan | Afghan,Afghans
muslims,False,1,Muslims | mu slims | mu-slims | muscles,Muslims
todays,True,1,today | today's | to days | to-days | today s | Toyoda,today
muslims,False,1,Muslims | mu slims | mu-slims | muscles,Muslims
muslim,False,1,Muslim | muslin | mu slim | mu-slim | muse | muscle | muscles | mezlin | esclim | testim,Muslim
ok,False,1,OK | och | pk | o | k | oik | oak | wok | oi | on | or | ck | om | op | oh | iv | mg | ml | ms,OK
haha,True,1,aha | h aha | ha ha | ha-ha | Hahn | Ha | hair,aha
Meranti,True,1,Meantime | Itinerant | Mexate | Memantine | Mesantoin | Serentil,Meantime
Meranti,True,1,Meantime | Itinerant | Mexate | Memantine | Mesantoin | Serentil,Meantime
IDPs,True,1,IDs | DPs | ID's | I DPs | Dips | Ids | Ides | Imps | Id's | hips | lips,IDs
UNHCR,True,1,UNHURT | ULCER | NECK | DHC | INH | INOCOR | JUNIOR,UNHURT
IDPs,True,1,IDs | DPs | ID's | I DPs | Dips | Ids | Ides | Imps | Id's | hips | lips,IDs
COLATINA,True,1,COLLATION | LATINA | COLITIS | COACTIN | CODAMINE | CLOTTING | WOLFINA | SOLATENE,COLLATION
concious,True,1,conscious | concision | concussion | conclusion | concuss | cancidas | cancerous | anxious,conscious
tommorrow,True,1,tomorrow | tom morrow | tom-morrow | morrow | Morrow,tomorrow
Lenoard,True,1,Leonard | Lenard | Lentard,Leonard
relatable,True,1,repeatable | treatable | palatable | regrettable,repeatable
Thats,True,1,Hats | Thais | Chats | Ghats | Whats | T hats | Thatch | That | Tats | That's | Teats | Thaws | Twats | Tham,Hats
rockstar,True,2,rock star | rock-star | rocks tar | rocks-tar | Starbucks,rock star
consequenes,True,1,consequences | consequence | consequent | consensuses | sequences,consequences
negelectful,True,1,neglectful | genuflect,neglectful
Aqaeda,True,1,Daedalus | Aredia | Abreva | Acanya | Ached | Akbeta | Arava | Avandia | Syeda | Embeda | Lazanda | Lialda,Daedalus
Aqaeda,True,1,Daedalus | Aredia | Abreva | Acanya | Ached | Akbeta | Arava | Avandia | Syeda | Embeda | Lazanda | Lialda,Daedalus
jv,False,1,JV | div | j | v | iv | av | jg | Av,JV
dont,True,1,font | dint | don | dot | don't | done | dent | dons | dost | dona | dolt | cont | dong | wont | Mont | doxy | doca | dose | bone | foot | joint,font
myanmar,False,1,Myanmar | tasmar | zymar | synalar,Myanmar
wordly,True,1,wordy | wordily | worldly | lordly | wordlessly | worse | worsen | doral | korlym | today,wordy
ethipoia,True,1,Ethiopia,Ethiopia
defintiely,True,1,definitely | definitively | defiantly | definity,definitely
alot,True,2,a lot | alto | slot | alt | lot | allot | aloft | aloe | clot | plot | blot,a lot
protestors,True,1,protesters | protectors | protectorates | Protestant | protestant | proprietors,protesters
protestors,True,1,protesters | protectors | protectorates | Protestant | protestant | proprietors,protesters
protestors,True,1,protesters | protectors | protectorates | Protestant | protestant | proprietors,protesters
protestors,True,1,protesters | protectors | protectorates | Protestant | protestant | proprietors,protesters
th,True,1,ht | Th | t | h | the | nth | tho | thy | eh | ts | sh | ti | ta | ah | tn | tham | tpn | tsp | acth | chg | dhc | itch | inh | iv | mg | ml | ms | nph,ht
IT's,False,1,It's | I's | T's | MIT's | In's | Ir's | Io's | CT's | ID's | UT's | MT's | IV's | I T's | Ti's | itch,It's
Aguek,True,1,Ague | Ague k | Amen | Acute | Ache | Aches | Ached | Acne | Akten | Alrex | Anus | Ancef | Caduet | Cheek | Ketek | Ogen,Ague
Nyok,True,1,Nook | Yoko | Neck,Nook
Nyok,True,1,Nook | Yoko | Neck,Nook
Hong,True,1,Hon | Hmong | Song | Tong | Long | Dong | Hung | Gong | Pong | Bong | Cong | Yong | Kong | Wong | Bone | Lung,Hon
Hong,True,1,Hon | Hmong | Song | Tong | Long | Dong | Hung | Gong | Pong | Bong | Cong | Yong | Kong | Wong | Bone | Lung,Hon
Hong,True,1,Hon | Hmong | Song | Tong | Long | Dong | Hung | Gong | Pong | Bong | Cong | Yong | Kong | Wong | Bone | Lung,Hon
Zika,True,1,Erika | Ziac | Ziana | Zide | Zipan,Erika
thier,True,1,their | tier | shier | trier | thief | thither | hither | thigh | tire,their
thier,True,1,their | tier | shier | trier | thief | thither | hither | thigh | tire,their
zuckermans,True,1,Murmansk,Murmansk
liek,True,1,like | lie | leek | lies | lien | link | lick | lied | lieu | lief | lie k | lip | lidex | lips | lipo | liver | elitek,like
theyll,True,1,they'll | they ll | they-ll | they | theelin | thyrel | teril | trexall | heel | chill | ethyol | kwell | swell,they'll
fortuanate,True,1,fortunate | importunate,fortunate
ridulous,True,1,ridiculous,ridiculous
foroil,True,2,for oil | for-oil | foil | roil | foradil,for oil
depresstion,True,1,depression | depredation | deprecation | predestination | repression,depression
somthing,True,1,something | soothing | nothing | vomiting,something
ahold,True,1,hold | a hold | ah old | ah-old | azolid | cold | child,hold
dont,True,1,font | dint | don | dot | don't | done | dent | dons | dost | dona | dolt | cont | dong | wont | Mont | doxy | doca | dose | bone | foot | joint,font
dont,True,1,font | dint | don | dot | don't | done | dent | dons | dost | dona | dolt | cont | dong | wont | Mont | doxy | doca | dose | bone | foot | joint,font
ourself,True,1,yourself | our self | our-self | ours elf | ours-elf | ourselves | ocusulf,yourself
arsons,True,1,arson | parsons | Parsons | arson's | arson s | sonars | sonar | arsenic | arms | arfonad | artane | ass | azdone | aczone | aceon | actos | baros | creon | darvon | dapsone | errors | iron,arson
coudl,True,1,could | cloud | cold,could
surroudned,True,1,surrounded | surround,surrounded
hosue,True,1,house | hose | ho sue | ho-sue | House | dose | nose,house
york,False,1,York | yore | yolk | cork | dork | pork | fork | work | Cork | Bork | sore | tora,York
selfie,True,1,selfish | self | seffin,selfish
ur,False,1,Ur | yr | u | r | urn | our | cur | bur | fur | Eur | er | us | tr | or | gr | urex | urso | ulo | arm | burn | blur | ear | fudr | hurt | iv | mg | ml | ms,Ur
ppl,True,1,pol | pp | pl | pal | ppr | cpl | ppm | Cpl | p pl | pp l | Pl | pbz | pce | pill | pmb | ml | epi | fml | ill | mpi | nph | tpn,pol
thatu,True,1,that | that u | tham,that
dont,True,1,font | dint | don | dot | don't | done | dent | dons | dost | dona | dolt | cont | dong | wont | Mont | doxy | doca | dose | bone | foot | joint,font
Ayotte,True,1,Layette | Acute | Axotal | Azopt | Agitate | Byetta | Cytotec | Hytone,Layette
dont,True,1,font | dint | don | dot | don't | done | dent | dons | dost | dona | dolt | cont | dong | wont | Mont | doxy | doca | dose | bone | foot | joint,font
dont,True,1,font | dint | don | dot | don't | done | dent | dons | dost | dona | dolt | cont | dong | wont | Mont | doxy | doca | dose | bone | foot | joint,font
theres,True,1,theirs | threes | there | thees | there's | theses | therms | themes | wheres | the res | the-res | there s | thyrel,theirs
souix,True,2,sou ix | sou-ix | sou | sprix | iquix,sou ix
Im,True,1,In | I | M | I'm | Em | Ia | Am | Ir | Rm | It | Io | Om | Cm | Um | Gm | Iv,In
americans,False,1,Americans | amerscan,Americans
mkuch,True,1,much | mouth,much
dont,True,1,font | dint | don | dot | don't | done | dent | dons | dost | dona | dolt | cont | dong | wont | Mont | doxy | doca | dose | bone | foot | joint,font
Meranti,True,1,Meantime | Itinerant | Mexate | Memantine | Mesantoin | Serentil,Meantime
Typhone,True,2,Ty phone | Ty-phone | Typhoon | Payphone | Honeypot | Honesty | Tyzine | Thypinone | Zydone | Dyclone | Dapsone | Hytone | Syprine,Ty phone
Morakot,True,1,Moralist | Monoket | Miradon | Toradol,Moralist
artic,True,1,attic | aortic | arctic | antic | article | artistic | Arctic | tartaric | acetic | actiq | cartia | oretic,attic
Brangelina,True,1,Angelina | Evangelina | Angeline,Angelina
Benzodiazepines,True,NA,,NA
isnt,True,1,inst | int | isn't | snit | ismo | inh | iosat,inst
exacly,True,1,exactly | exactingly | exalgo | exsel,exactly
thehri,True,1,thrive | theelin | theobid | teril | heart,thrive
didn,True,1,did | din | dido | did n | dire | zide | rid,did
cocunuts,True,1,coconuts | cobnuts | coconut | counts,coconuts
didn,True,1,did | din | dido | did n | dire | zide | rid,did
cocunut,True,1,coconut | cobnut,coconut
cocunuts,True,1,coconuts | cobnuts | coconut | counts,coconuts
cocunut,True,1,coconut | cobnut,coconut
cocunuts,True,1,coconuts | cobnuts | coconut | counts,coconuts
cocunut,True,1,coconut | cobnut,coconut
mangos,True,1,mango | mangoes | mango's | tangos | mango s | Osman | mandol | vanos,mango
oth,True,1,oh | oath | doth | goth | moth | both | Roth | Goth | tho | hot | nth | ooh | och | tooth | ortho | acth | itch | inh | mouth | nph,oh
Zika,True,1,Erika | Ziac | Ziana | Zide | Zipan,Erika
siyuation,True,1,situation | insinuation | sylatron | sensation,situation
Caricuao,True,1,Caricature,Caricature
Thorton,True,1,Thornton | Thor ton | Thor-ton | Horton | Shorthorn | Thorn | Oreton | Cortone | Cortan | Psorcon | Short | Shorter,Thornton
Jolie,True,1,Josie | Jodie | Julie | Jo lie | Jo-lie | Ollie | Folic,Josie
empathic,True,1,emphatic | empathetic | empathize | thematic | myopathic,emphatic
relatable,True,1,repeatable | treatable | palatable | regrettable,repeatable
omg,True,1,om | mg | oms | org | o mg | om g,om
industrialisation,True,1,industrialization | industrialist | industrialism | postindustrial | nonindustrial,industrialization
Pasific,True,1,Pacific | Pacifistic | Plastic | Gastric,Pacific
naziism,True,1,Nazism | nails | baciim,Nazism
Fairtrade,True,2,Fair trade | Fair-trade | Faradize,Fair trade
Zealand,True,2,Zeal and | Zeal-and | Headland | Zevalin | Gland | Calan | Atacand | Meclan | Reglan,Zeal and
Fairtrade,True,2,Fair trade | Fair-trade | Faradize,Fair trade
doesn,True,1,does | does n | dose | doses,does
ANyhow,False,1,Anyhow | Any how | Any-how | anspor | anusol,Anyhow
th,True,1,ht | Th | t | h | the | nth | tho | thy | eh | ts | sh | ti | ta | ah | tn | tham | tpn | tsp | acth | chg | dhc | itch | inh | iv | mg | ml | ms | nph,ht
iis,True,1,ii | is | iris | ibis | sis | iii | ins | its | ids | dis | pis | his | bis | ifs | Dis | iv | ibu | ill | inh | ivy | ms | ass | bss | gas | gvs | hips | hip | hms | lips | lip,ii
SCOTUS,True,1,SCOUTS | SCOTS | SCOT'S | SCOT US | SCOT-US | SCOT | COUSCOUS | TUSCON | SCOOT | SINUS | CLOTS | ACTOS | LANTUS,SCOUTS
LGBTQ,True,1,LENTE | LABID | LUXIQ | LOBE | LOBES,LENTE
adminstration,True,1,administration | administrator | ministration | demonstration | administrative,administration
homophobes,True,1,homophones | xenophobes | sophomores,homophones
america,False,1,America | amerscan,America
america,False,1,America | amerscan,America
muslims,False,1,Muslims | mu slims | mu-slims | muscles,Muslims
hispanics,False,1,Hispanics | his panics | his-panics,Hispanics
ve,True,1,be | v | e | eve | vie | ave | vet | veg | Eve | Ave | vs | vi | re | me | he | vein | evex | eye | gvs | hive | iv | ivy | mvc | men | mg | ml | ms | pce,be
muslim,False,1,Muslim | muslin | mu slim | mu-slim | muse | muscle | muscles | mezlin | esclim | testim,Muslim
american,False,1,American | amerscan,American
respawn,True,2,re spawn | re-spawn | res pawn | res-pawn | resp awn | resp-awn | spawn | reglan | relpax | vesprin,re spawn
brining,True,1,bribing | braining | bringing | bring | Browning | brimming | briefing | burning | ringing,bribing
Tanaka,True,2,Tan aka | Tan-aka | Nanak | Tarka | Atnaa | Canasa,Tan aka
Mariah,True,1,Maria | Marian | Pariah | Mari ah | Mari-ah | Maria h | Mari | Lariam,Maria
skito,True,1,skit | skits | ski to | ski-to | skit o | skin,skit
Islamophobia,True,1,Homophobia,Homophobia
muslim,False,1,Muslim | muslin | mu slim | mu-slim | muse | muscle | muscles | mezlin | esclim | testim,Muslim
muslim,False,1,Muslim | muslin | mu slim | mu-slim | muse | muscle | muscles | mezlin | esclim | testim,Muslim
predijuce,True,1,prejudiced | prejudice | reduce,prejudiced
hearted,True,1,heated | earthed | hearten | hear ted | hear-ted | heart ed | heart-ed | hardhearted | heavyhearted | warmhearted | hearth | heart,heated
anarcho,True,1,anarchy | anarchic | anchor | narcan | norco,anarchy
protestors,True,1,protesters | protectors | protectorates | Protestant | protestant | proprietors,protesters
else's,True,1,ease's | Elise's | Elsie's | Eloise's | Elysee's | elspar | elbows | eyes | exsel | excess | bleeds | doses | ulcers,ease's
Zika,True,1,Erika | Ziac | Ziana | Zide | Zipan,Erika
atrticles,True,1,articles | article | triclos,articles
dont,True,1,font | dint | don | dot | don't | done | dent | dons | dost | dona | dolt | cont | dong | wont | Mont | doxy | doca | dose | bone | foot | joint,font
Im,True,1,In | I | M | I'm | Em | Ia | Am | Ir | Rm | It | Io | Om | Cm | Um | Gm | Iv,In
coutries,True,1,countries | outcries | couturiers | couturier | courtesies | coteries | cotrim | cortril | ovaries,countries
towrds,True,1,towards | toward | tora | tobrex | shards,towards
oversourced,True,2,over sourced | over-sourced | outsourced | overclouded | sourced,over sourced
Thula,True,1,Hula | Thule | Shula | T hula | Thu la | Thu-la | Tham | Thigh | Throat | Talc | Tora | Tral | Tarka | Teslac | Trauma | Hurt | Ulo | Ella | Emla | Rela | Sular,Hula
Isibindi,True,1,Indivisibly,Indivisibly
pissy,True,1,pussy | piss | prissy | sissy | Missy | piss y | gassy,pussy
Kardashian,True,1,Guardianship,Guardianship
threathing,True,2,threat hing | threat-hing | threatening | wreathing | breathing | threading,threat hing
compatable,True,1,comparable | compatible | companionable,comparable
Austurvollur,True,1,Australasia,Australasia
CEOs,True,1,CEO | CEO's | CEO s | Cos | Coos | Leos | Ce's | Cellos | clots | clot | creon | aceon | actos,CEO
isis,False,1,Isis | sis | iris | isms | psis | ibis | i sis | is is | is-is | ismo | ass | bss,Isis
PTSD,True,1,POTSDAM | TSP,POTSDAM
PTSD,True,1,POTSDAM | TSP,POTSDAM
Alito,True,2,Ali to | Ali-to | Alto | Littoral | Alimta | Avita | Lipo,Ali to
requ,True,1,require | requip | rela,require
kils,True,1,keels | silk | kilns | kilts | kilos | kills | ilks | kiss | ails | kiln | kilt | kits | kilo | oils | kill | ill | hips | lips | nails | pills | pill,keels
baseload,True,1,caseload | base load | base-load | baseboard,caseload
concieved,True,1,conceived | connived | convinced,conceived
IVF,True,1,IV | IF | INF | IVY | IV F | IVA,IV
IVF,True,1,IV | IF | INF | IVY | IV F | IVA,IV
IVF,True,1,IV | IF | INF | IVY | IV F | IVA,IV
Ok,False,1,OK | O | K | Os | Ck | Pk | Ob | Bk | Wk | Oz | OE | OS | ON | OR | OT | Iv | Mg | Ml | Ms,OK
texted,True,1,tested | tented | text ed | text-ed | textured | extended | extend | telexed | testes | testred,tested
PTSD,True,1,POTSDAM | TSP,POTSDAM
Issa,True,1,Issac | Alissa | Ismo | Iosat | Iressa | Ass | Bss,Issac
Issa,True,1,Issac | Alissa | Ismo | Iosat | Iressa | Ass | Bss,Issac
preach's,True,1,peach's | reach's | preaches | breach's | p reach's | preacher's | reproach's | preach,peach's
Issa,True,1,Issac | Alissa | Ismo | Iosat | Iressa | Ass | Bss,Issac
Ranaviruses,True,1,Retroviruses,Retroviruses
pre,True,1,per | ore | pee | pr | re | pres | pare | pore | pure | prep | prey | pyre | pref | rep | ere | pce,per
idk,True,1,id | kid | ids | ink | irk | ilk | id k | iv | ibu | ill | inh | ivy | zide | rid,id
idk,True,1,id | kid | ids | ink | irk | ilk | id k | iv | ibu | ill | inh | ivy | zide | rid,id
idk,True,1,id | kid | ids | ink | irk | ilk | id k | iv | ibu | ill | inh | ivy | zide | rid,id
idk,True,1,id | kid | ids | ink | irk | ilk | id k | iv | ibu | ill | inh | ivy | zide | rid,id
idk,True,1,id | kid | ids | ink | irk | ilk | id k | iv | ibu | ill | inh | ivy | zide | rid,id
idk,True,1,id | kid | ids | ink | irk | ilk | id k | iv | ibu | ill | inh | ivy | zide | rid,id
idk,True,1,id | kid | ids | ink | irk | ilk | id k | iv | ibu | ill | inh | ivy | zide | rid,id
Canonsburg,True,2,Canons burg | Canons-burg | Nonsurgical,Canons burg
minorites,True,1,minorities | meteorites | minitec,minorities
trunp,True,1,trump | trunk | trusopt | tral | trest | trauma | tranmep | triad | tsp | tbsp | tpn | runny | lung | wrap | burn | burns | cramp,trump
ventalation,True,1,ventilation | lamentation | Lamentations | conventional | tantalization,ventilation
vey,True,1,bey | vet | very | veg | hey | fey | key | Key | vein | eye | evex | ivy | men,bey
Colatina,True,1,Collation | Latina | Colitis | Coactin | Codamine | Clotting | Wolfina | Solatene,Collation
Houthi,True,1,Outhit | Without | Thou | Mouth,Outhit
abolishment,True,1,Establishment | establishment | abashment,Establishment
Anarcho,True,1,Anarchy | Anarchic | Anchor | Narcan | Norco,Anarchy
Kardashian,True,1,Guardianship,Guardianship
instagram,False,1,Instagram,Instagram
dont,True,1,font | dint | don | dot | don't | done | dent | dons | dost | dona | dolt | cont | dong | wont | Mont | doxy | doca | dose | bone | foot | joint,font
venezuela,False,1,Venezuela,Venezuela
neough,True,1,enough | toughen | neo-rx | neopap | neoral | neosar | mouth,enough
beleive,True,1,believe | bevel | belix | belviq | beldin | bepreve | aleve | velivet,believe
smll,True,1,smell | small | sell | sill | swell | sulla | sulf | ml | ill | emla | fml | pill,smell
belueve,True,1,believe | bevel | bepreve,believe
arw,True,1,raw | are | aw | war | arr | art | arc | arm | ark,raw
concered,True,1,concerned | concerted | conceded | concurred | concern | concreted | conquered | concerta,concerned
inot,True,1,into | int | not | ingot | Minot | inst | snot | knot | i not | inh | iron | clot | foot,into
ar,False,1,AR | Ar | at | a | r | are | ear | air | arr | art | tar | oar | arc | car | gar | arm,AR
hnads,True,1,hands | heads | gonads | head,hands
te,True,1,ch | Te | re | ye | tr | t | e | tee | tie | tea | ate | ten | rte | toe | tel | tace | tire | tpn | tsp | eye | iv | men | mg | ml | ms | pce,ch
sudfering,True,1,suffering | deferring,suffering
BLM,True,1,BL | BALM | ELM | BUM | BL M | BLU | BLUR | BAD | BSS | ML | ARM | ILL | ULO,BL
entraprenerurship,True,1,entrepreneurship,entrepreneurship
workfroce,True,1,workforce | workfare,workforce
alot,True,2,a lot | alto | slot | alt | lot | allot | aloft | aloe | clot | plot | blot,a lot
upmost,True,1,utmost | up most | up-most | topmost | upset | u-cort,utmost
dont,True,1,font | dint | don | dot | don't | done | dent | dons | dost | dona | dolt | cont | dong | wont | Mont | doxy | doca | dose | bone | foot | joint,font
hasnt,True,1,hast | hasn't | haunt | faint,hast
dont,True,1,font | dint | don | dot | don't | done | dent | dons | dost | dona | dolt | cont | dong | wont | Mont | doxy | doca | dose | bone | foot | joint,font
COLATINA,True,1,COLLATION | LATINA | COLITIS | COACTIN | CODAMINE | CLOTTING | WOLFINA | SOLATENE,COLLATION
dont,True,1,font | dint | don | dot | don't | done | dent | dons | dost | dona | dolt | cont | dong | wont | Mont | doxy | doca | dose | bone | foot | joint,font
Kshmir,True,1,Kashmir | Lakshmi | Hair | Esimil | Qsymia,Kashmir
Packistan,True,1,Pakistan | Tajikistan,Pakistan
settlemnt,True,1,settlement | settle,settlement
selfies,True,1,selfless | seffin | delfen | delflex | melfiat | pelvis,selfless
nessicities,True,1,necessities | necessitates | illicitness | necessity,necessities
tv,False,1,TV | t | v | ts | ti | iv | ta | av | tn | tr | to | Av,TV
alot,True,2,a lot | alto | slot | alt | lot | allot | aloft | aloe | clot | plot | blot,a lot
suprising,True,1,uprising | surprising | uprisings | s uprising | sup rising | sup-rising | supervising | springing | rising | cuprimine,uprising
hearted,True,1,heated | earthed | hearten | hear ted | hear-ted | heart ed | heart-ed | hardhearted | heavyhearted | warmhearted | hearth | heart,heated
Abid,True,1,Bid | Ibid | A bid | Avid | Aid | Abide | Rabid | Abed | Arid | Acid | Amid | Ab id | Ab-id | Axid | Labid,Bid
Bhat,True,1,Hat | That | Chat | Ghat | Phat | What | B hat | Baht | Bat | Bath | Beat | Brat | Boat | Blat | Bad | Butt | Tham,Hat
Insha,True,2,Ins ha | Ins-ha | Kinshasa | Inspra | Inh,Ins ha
Mushtaq,True,1,Mustache | Multaq,Mustache
Mushtaq,True,1,Mustache | Multaq,Mustache
Mushtaq,True,1,Mustache | Multaq,Mustache
Putins,True,1,Putin | Putin's | Pu tins | Pu-tins | Putin s | Put ins | Put-ins | Rasputin | Pains,Putin
lof,True,1,fol | log | lo | of | loaf | loft | lot | loo | lop | lob | low | l of | lo f | lobe | loss | lip | clot | ulo,fol
richter,False,1,Richter | richer | righter | rifater,Richter
hasshaken,True,2,has shaken | has-shaken | handshake | shaken,has shaken
santiago,False,1,Santiago,Santiago
chile,False,1,Chile | chicle | chili | chine | chill | child | chide | chime | chive | while,Chile
chile,False,1,Chile | chicle | chili | chine | chill | child | chide | chime | chive | while,Chile
propense,True,1,propensity | prophene | propine,propensity
destroyes,True,1,destroyed | destroys | destroyers | destroyer | destroy es | destroy-es | destroy | bestrode | Troyes,destroyed
chile,False,1,Chile | chicle | chili | chine | chill | child | chide | chime | chive | while,Chile
IUD's,True,1,ID's | HUD's | Id's | Cud's | Dud's | Mud's | Bud's | imdur | burns | fudr | hurts | lungs | men's | orudis,ID's
women's,True,1,omen's | woman's | w omen's | women | men's,omen's
IUD's,True,1,ID's | HUD's | Id's | Cud's | Dud's | Mud's | Bud's | imdur | burns | fudr | hurts | lungs | men's | orudis,ID's
Rader,True,1,Ryder | Wader | Nader | Vader | Darer | Rared | Reader | Raider | Trader | Grader | Rider | Radar | Rarer | Rater | Racer | Raxar | Bayer | Paser,Ryder
Snapchat,True,2,Snap chat | Snap-chat | Snatch,Snap chat
Bublé,True,1,Bubbly | Bubble | Bubbles,Bubbly
Luisana,True,1,Luisa | Lumigan | Lessina | Ziana,Luisa
Lopilato,True,1,Autopilot | Picato,Autopilot
Bublé,True,1,Bubbly | Bubble | Bubbles,Bubbly
Bublé,True,1,Bubbly | Bubble | Bubbles,Bubbly
saidMany,True,2,said Many | said-many | sandman,said Many
Bublé,True,1,Bubbly | Bubble | Bubbles,Bubbly
Bublé,True,1,Bubbly | Bubble | Bubbles,Bubbly
kindof,True,2,kind of | kind-of | kind | zingo | midol | mandol | pindac | tindal | tendon,kind of
thats,True,1,thatch | that | tats | hats | that's | teats | chats | ghats | thaws | twats | whats | Ghats | t hats | that s | tham,thatch
ono,False,1,Ono | on | no | onto | mono | Bono | one | oho | o no | on o | onfi | azo | bone | inh | lonox | ulo,Ono
beggining,True,1,begging | beginning | befogging | belonging,begging
allready,True,1,already | all ready | all-ready | EverReady | allergy | allay,already
statisticis,True,1,statistics | statistic's | statistic is | statistic-is | statisticians | statistician | statistic | atavistic,statistics
australia,False,1,Australia | atralin | abstral,Australia
devestated,True,1,devastated | devastate | gestated | restated | stateside,devastated
thinga,True,1,things | thing | thingy | thing a | thinning | thigh,things
ashame,True,1,shame | ashamed | a shame | shammed | shade,shame
thier,True,1,their | tier | shier | trier | thief | thither | hither | thigh | tire,their
woukd,True,1,would | wound | women | woman | worse | weak | cold | lopid | mouth,would
Ughh,True,1,Ugh | Ugh h | Ulo | Urex | Urso | Gas | Gvs | Chg | Dhc | Inh | Nph | Ache | Acth | Itch | Mg | Ogen | Rash,Ugh
outco,True,1,outdo | outgo | out co | out-co | outcome | cookout | scout | ortho,outdo
protestor,True,1,protester | protector | protest or | protest-or | Protestant | protestant | presto | protostat | pronestyl | crestor,protester
protestor,True,1,protester | protector | protest or | protest-or | Protestant | protestant | presto | protostat | pronestyl | crestor,protester
woudln't,True,1,wouldn't | couldn't,wouldn't
dont,True,1,font | dint | don | dot | don't | done | dent | dons | dost | dona | dolt | cont | dong | wont | Mont | doxy | doca | dose | bone | foot | joint,font
ok,False,1,OK | och | pk | o | k | oik | oak | wok | oi | on | or | ck | om | op | oh | iv | mg | ml | ms,OK
ok,False,1,OK | och | pk | o | k | oik | oak | wok | oi | on | or | ck | om | op | oh | iv | mg | ml | ms,OK
jsut,True,1,just | jut | juts | joint | sulf | sad | butt | hurt | wart | ass | acute | anus | bss | blur | clot | feet | foot | iosat,just
IT's,False,1,It's | I's | T's | MIT's | In's | Ir's | Io's | CT's | ID's | UT's | MT's | IV's | I T's | Ti's | itch,It's
propblems,True,1,problems | problem,problems
highjacking,True,1,hijacking | high jacking | high-jacking,hijacking
YOu,False,1,You | Yo | Yous | Your | Sou | Yon | Yob | Yow | Lou | Yo u | yaz | ibu,You
grey,False,1,Grey | gray | trey | grep | prey | grew | Trey | Urey | Frey | geref | urex,Grey
atorney,True,1,attorney | tourney | atropen | actonel | avonex,attorney
recenty,True,1,recent | recently | recent y | relenza | retet,recent
ok,False,1,OK | och | pk | o | k | oik | oak | wok | oi | on | or | ck | om | op | oh | iv | mg | ml | ms,OK
dont,True,1,font | dint | don | dot | don't | done | dent | dons | dost | dona | dolt | cont | dong | wont | Mont | doxy | doca | dose | bone | foot | joint,font
